ID,主要技能名稱,課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,語言
140,Vue,Microsoft Azure Fundamentals AZ-900 Exam Prep,4.6,152 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/microsoft-azure-fundamentals-az900-exam-prep,Microsoft Azure Fundamentals AZ-900 Exam Prep,"Load Balancing, Patch Management, Cloud Platforms, Cloud Deployment, Infrastructure as Code (IaC), Cloud Infrastructure, Cloud Computing Architecture, System Monitoring, Cloud Computing, Identity and Access Management, Cloud Services, Disaster Recovery, Cloud Management","Essentials with Azure Fundamentals | Secure & Scalable Cloud Infrastructure with Microsoft Azure | Managing Azure Infrastructure: Storage, Monitoring & Backup | Preparing for the AZ-900 Microsoft Azure Fundamentals Exam",,Starts Feb 17,P3M,P3M,en
141,Vue,Microsoft Azure AI Fundamentals AI-900 Exam Prep,4.5,1.5K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,Microsoft Azure AI Fundamentals AI-900 Exam Prep,"MLOps (Machine Learning Operations), Image Analysis, Natural Language Processing, Data Ethics, Regression Analysis, Unsupervised Learning, Applied Machine Learning, Artificial Intelligence, Machine Learning, Anomaly Detection, Computer Vision, AI Enablement, Predictive Modeling, Responsible AI",Artificial Intelligence on Microsoft Azure | Microsoft Azure Machine Learning | Computer Vision in Microsoft Azure | Natural Language Processing in Microsoft Azure | Preparing for AI-900: Microsoft Azure AI Fundamentals exam,,Starts Feb 17,P1M,P1M,en
142,Vue,Design and Render a 3D Urban Duplex in SketchUp,0,0 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/design-and-render-a-3d-urban-duplex-in-sketchup,Design and Render a 3D Urban Duplex in SketchUp,"3D Modeling, Computer Graphic Techniques, Visualization (Computer Graphics), Layout Design, SketchUp (3D Modeling Software), Architectural Design, Computer Graphics",,,Starts Feb 17,,,
143,Vue,GraphQL Mastery: From Fundamentals to Production,0,0 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/graphql-mastery-from-fundamentals-to-production,GraphQL Mastery: From Fundamentals to Production,"Maintainability, Cloud Deployment, Authentications, Database Development, Application Performance Management, Server Side, Secure Coding","GraphQL Fundamentals–Design APIs,Schema,Frontend Integration | GraphQL API Development: Schema Design,Security & Deployment | Advanced GraphQL for Developers: Optimize & Scale Modern API",,Starts Feb 17,P3M,P3M,en
144,Angular,Angular 17,4.3,62 reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/angular17,Angular 17,"Web Components, Model View Controller, Application Design, Application Deployment, Software Architecture, Web Services, Front-End Web Development, Server Side, Network Routing, Angular, Data Transformation",Angular 17 Overview & Basics | Advanced Angular Topics | Advanced Angular Development,,Starts Feb 17,P1M,P1M,en
145,Angular,Single Page Web Applications with AngularJS,4.8,1.9K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/single-page-web-apps-with-angularjs,Single Page Web Applications with AngularJS,"JavaScript Frameworks, Javascript, Web Development, Ajax, Cloud Applications, UI Components, Angular, Front-End Web Development, Web Applications, Hypertext Markup Language (HTML), Web Components, Unit Testing, Software Architecture, Model View Controller, Software Design Patterns",,,Starts Feb 17,,,
146,Angular,Introduction to Front-End Development,4.8,14K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-front-end-development,Introduction to Front-End Development,"Responsive Web Design, Web Design and Development, HTML and CSS, General Networking, User Interface (UI), JavaScript Frameworks, Web Development Tools, Front-End Web Development, Web Applications, Bootstrap (Front-End Framework), React.js",,,Starts Feb 17,,,
147,Angular,Mastering Angular Development,4.2,16 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/mastering-angular-development,"Mastering Angular Development ","Unit Testing, Software Testing, Application Lifecycle Management, Application Deployment, Version Control, Software Architecture, Continuous Integration, Application Performance Management, Web Development, CI/CD, Ajax, Test Tools, Angular, Code Coverage, Secure Coding",Getting Started with Angular | Advanced Data Handling and Reactive Programming Concepts | Testing and Deploying Angular Applications,,Starts Feb 17,P3M,P3M,en
148,Angular,Frontend Development using Angular,4.2,41 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/frontend-development-using-angular,Frontend Development using Angular,"JavaScript Frameworks, Web Applications, Front-End Web Development, Application Frameworks, Javascript, Angular, Hypertext Markup Language (HTML), Software Design, Web Development, UI Components, Cascading Style Sheets (CSS), HTML and CSS, Scalability",,,Starts Feb 17,,,
149,Angular,Getting Started with Angular,4.2,13 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/getting-started-with-angular,Getting Started with Angular,"Software Architecture, Routing Protocols, Web Applications, UI Components, TypeScript, Command-Line Interface, Cascading Style Sheets (CSS), JavaScript Frameworks, Web Components, Web Development Tools, Service Oriented Architecture, Angular, Front-End Web Development",,,Starts Feb 17,,,
150,Angular,Angular for Front End Engineers,4.4,39 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/codio-angular-for-front-end-engineers,Angular for Front End Engineers,"Javascript, UI Components, Development Environment, Event-Driven Programming, Web Development, Angular, Data Management, Software Testing, Data Persistence, Cascading Style Sheets (CSS), Front-End Web Development, Web Components, HTML and CSS, Test Driven Development (TDD), Command-Line Interface",,,Starts Feb 17,,,
151,Angular,Angular Fundamentals and Core Concepts,0,0 reviews,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-angular-fundamentals-and-core-concepts-dlpce,Angular Fundamentals and Core Concepts,"Angular, Command-Line Interface",,,Starts Feb 17,,,
152,Angular,Mastering Angular – Interview Prep & E-commerce App,0,0 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-mastering-angular-interview-prep-e-commerce-app,Mastering Angular – Interview Prep & E-commerce App,"Unit Testing, Web Components, User Accounts, Full-Stack Web Development, Authentications, Dataflow, Front-End Web Development, Back-End Web Development, E-Commerce, Responsive Web Design, Angular","Angular Fundamentals and Core Concepts | Advanced Angular Development and RxJS | Real-World Angular Projects, Testing, and Interview Prep",,Starts Feb 17,P1M,P1M,en
153,Angular,Java FullStack Developer,4.4,843 reviews,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/java-fullstack,Java FullStack Developer,"Data Structures, Web Components, Software Design Patterns, Development Environment, Model View Controller, Javascript, Front-End Web Development, Object Oriented Programming (OOP), HTML and CSS, Angular, Object Oriented Design, Java",Fundamentals of Java Programming | Frontend for Java Full Stack Development | Data Structures & Backend with Java,,Starts Feb 17,P3M,P3M,en
154,Angular,"Offline-First Apps with Angular, Ionic, PouchDB and CouchDB",0,0 reviews,Intermediate · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-offline-first-apps-with-angular-ionic-pouchdb-and-couchdb-lbzo0,"Offline-First Apps with Angular, Ionic, PouchDB and CouchDB","Databases, Application Frameworks, TypeScript, User Interface and User Experience (UI/UX) Design, Database Theory",,,Starts Feb 17,,,
155,Angular,Angular 17 Overview & Basics,4.3,47 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/angular17course1,Angular 17 Overview & Basics,"JavaScript Frameworks, Web Applications, Application Frameworks, Web Components, Hypertext Markup Language (HTML), UI Components, Cascading Style Sheets (CSS), TypeScript, Web Development, Development Environment, Front-End Web Development, Angular",,,Starts Feb 17,,,
156,Django,Django Web Framework,4.7,661 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/django-web-framework,Django Web Framework,"Web Development, Model View Controller, Data Modeling, Back-End Web Development, Hypertext Markup Language (HTML), Database Development, Django (Web Framework), Object-Relational Mapping, MySQL, Web Servers, Database Management, Application Frameworks, Application Security, Web Applications",,,Starts Feb 17,,,
157,Django,Django for Everybody,4.7,2.5K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/django,Django for Everybody,"Data Modeling, SQL, Database Design, Cloud Deployment, Model View Controller, Authentications, Javascript, Application Deployment, Debugging, Web Development, Ajax, Application Development, Linux Commands",Web Application Technologies and Django | Building Web Applications in Django | Django Features and Libraries | Developing and Deploying a Complete Django Web Application,,Starts Feb 17,P2M,P2M,en
158,Django,Advanced Django: Mastering Django and Django Rest Framework,4.6,160 reviews,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/codio-advanced-django-and-django-rest-framework,Advanced Django: Mastering Django and Django Rest Framework,"Data Validation, Scalability, Performance Tuning, Full-Stack Web Development, Authorization (Computing), Authentications, API Testing, Web Development, React.js, API Design",Advanced Django: Building a Blog | Advanced Django: Introduction to Django Rest Framework | Advanced Django: Advanced Django Rest Framework | Advanced Django: External APIs and Task Queuing,,Starts Feb 17,P1M,P1M,en
159,Django,Meta Full Stack Developer: Front-End & Back-End from Scratch,4.7,25K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-full-stack-developer,Meta Full Stack Developer: Front-End & Back-End from Scratch,"SQL, Database Design, Mobile Development, Version Control, API Testing, Object Oriented Programming (OOP), Responsive Web Design, React.js, HTML and CSS",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Programming in Python | Introduction to Databases for Back-End Development | Django Web Framework  | APIs,,Starts Feb 17,P8M,P8M,en
160,Django,Django Application Development with SQL and Databases,4.5,350 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/developing-applications-with-sql-databases-and-django,Django Application Development with SQL and Databases,"Responsive Web Design, Database Management, Django (Web Framework), Relational Databases, Application Development, Data Modeling, Full-Stack Web Development, Web Applications, Authentications, Model View Controller, Authorization (Computing), Databases, Cloud Deployment, SQL, Object-Relational Mapping, Bootstrap (Front-End Framework)",,,Starts Feb 17,,,
161,Django,Building Web Applications in Django,4.7,785 reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/django-build-web-apps,Building Web Applications in Django,Django (Web Framework),,,Starts Feb 17,,,
